,CountryName,TotalPop,pop_over_65,X0to64,X65to79,over80,total,beta1,beta2,gamma1,gamma2,gamma3,hosp_rate,sympt_rate,mu,delta,beta1_UB,beta2_UB,gamma1_UB,gamma2_UB,gamma3_UB,hosp_rate_UB,sympt_rate_UB,mu_UB,delta_UB,beta1_LB,beta2_LB,gamma1_LB,gamma2_LB,gamma3_LB,hosp_rate_LB,sympt_rate_LB,mu_LB,delta_LB
152,Sudan,43849000,3.581160528,0.964188395,0.031427609,0.004383997,1,0.549788921,0.582277871,0.205164247,0.203164247,0.145810515,0.208176285,0.838327754,0.21,0.015504652,0.871934713,0.922216822,0.304728465,0.301692653,0.21623587,0.244963113,1,0.45,1,0.423604528,0.445507552,0.169985189,0.168953761,0.12070308,0.171358029,0.670862203,0.14,0.01
153,Suriname,587000,6.906369902,0.930936301,0.05898508,0.010078619,1,0.55237689,0.585301981,0.206238788,0.204238788,0.146558229,0.214089776,0.84048914,0.21,0.018126427,0.876487503,0.927029934,0.30632365,0.303254586,0.217376915,0.252680258,1,0.45,1,0.428696813,0.447822894,0.170893469,0.169834484,0.121351038,0.17544031,0.672591312,0.14,0.01
154,Sweden,10319000,20.09552493,0.799044751,0.160127773,0.040827477,1,0.562633682,0.597198908,0.210468213,0.208468213,0.149499488,0.238442907,0.849062091,0.21,0.029080461,0.89439884,0.945965655,0.312601842,0.309400887,0.221870124,0.284913807,1,0.45,1,0.453000223,0.456941203,0.174463437,0.173303309,0.123896623,0.191811879,0.679449673,0.14,0.01
155,Switzerland,8641000,18.62321656,0.813767834,0.146429185,0.039802981,1,0.561486306,0.595841956,0.20998645,0.20798645,0.149163931,0.235989242,0.848105091,0.21,0.028021404,0.89235605,0.943806104,0.311886558,0.308700326,0.221358914,0.281794762,1,0.45,1,0.451498454,0.45590406,0.174055289,0.17290886,0.123605234,0.190037293,0.678684073,0.14,0.01
156,Syria,17501000,4.503124421,0.954968756,0.038132266,0.006898978,1,0.550505538,0.583105118,0.205458435,0.203458435,0.146015022,0.209918855,0.838927031,0.21,0.01629523,0.873180193,0.923533544,0.305165137,0.302120106,0.216548498,0.247289083,1,0.45,1,0.425487279,0.446142027,0.170233279,0.169195147,0.120879928,0.172510496,0.671341625,0.14,0.01
157,Tanzania,59734000,2.601299178,0.973987008,0.024055654,0.001957338,1,0.549027056,0.58139572,0.204850599,0.202850599,0.145592427,0.206351373,0.837690844,0.21,0.014681172,0.870606587,0.920812733,0.304262893,0.30123688,0.215902625,0.242540083,1,0.45,1,0.421727412,0.444831264,0.169720534,0.168696479,0.120514388,0.170138607,0.670352676,0.14,0.01
158,Thailand,69800000,11.90089314,0.880991069,0.098252126,0.020756806,1,0.55626194,0.589818749,0.207844268,0.205844268,0.147674935,0.223205669,0.843735581,0.21,0.022208863,0.883287628,0.934218943,0.308706897,0.305587888,0.219082285,0.264694373,1,0.45,1,0.437414272,0.45128358,0.172249223,0.171150971,0.122317908,0.181618713,0.675188464,0.14,0.01
159,Timor-Leste,1318000,4.316492294,0.956835077,0.038585097,0.004579826,1,0.550362284,0.58295938,0.205406123,0.203406123,0.145979054,0.209367004,0.83880572,0.21,0.016012111,0.872960652,0.923301392,0.305087602,0.302044437,0.216492453,0.24645804,1,0.45,1,0.424195702,0.446028071,0.170190299,0.169151713,0.120849559,0.172237382,0.671244576,0.14,0.01
160,Togo,8279000,2.869468011,0.97130532,0.026333973,0.002360707,1,0.549235824,0.581640277,0.204937482,0.202937482,0.145652896,0.206822132,0.837865154,0.21,0.014888811,0.870974762,0.921201959,0.304391875,0.30136318,0.215994871,0.243151327,1,0.45,1,0.422109979,0.445018437,0.169794008,0.168767674,0.120566811,0.170466602,0.670492123,0.14,0.01
161,Trinidad and Tobago,1399000,10.73495352,0.892650465,0.093056581,0.014292954,1,0.555358971,0.588811991,0.207485363,0.205485363,0.14742616,0.220640801,0.84297772,0.21,0.02098581,0.881771662,0.932616165,0.30817437,0.30506702,0.218700062,0.261099506,1,0.45,1,0.433381775,0.450507473,0.171948615,0.170855559,0.122104112,0.18008904,0.674582176,0.14,0.01
162,Tunisia,11819000,8.315679079,0.916843209,0.068838164,0.014318627,1,0.553471911,0.586561758,0.2066869,0.2046869,0.14686965,0.216796979,0.841405191,0.21,0.019361803,0.878384215,0.929035151,0.306988771,0.303905614,0.217853213,0.256314451,1,0.45,1,0.431773774,0.448789583,0.171271116,0.170202277,0.12162018,0.177210668,0.673324153,0.14,0.01
163,Turkey,84339000,8.48321294,0.915167871,0.072249768,0.012582361,1,0.553604324,0.5867384,0.206749131,0.204749131,0.146913392,0.216872368,0.841514088,0.21,0.01935632,0.878650016,0.92931609,0.30708128,0.303996448,0.217918795,0.256300651,1,0.45,1,0.43101268,0.448922422,0.17132497,0.17025272,0.121658896,0.177371835,0.673411271,0.14,0.01
164,Uganda,45741000,1.94098692,0.980590131,0.018055087,0.001354782,1,0.548512615,0.58078886,0.204635107,0.202635107,0.145442363,0.205235195,0.837261641,0.21,0.014196468,0.869692996,0.91984692,0.303942955,0.300923545,0.215673926,0.241112756,1,0.45,1,0.420981917,0.444367262,0.169538057,0.168520002,0.120384133,0.16933958,0.670009313,0.14,0.01
165,Ukraine,44158000,16.43468644,0.835653136,0.140641836,0.023705028,1,0.55979535,0.593999798,0.209328626,0.207328626,0.148708863,0.230738705,0.846682546,0.21,0.025456051,0.889581871,0.94087294,0.310910766,0.307746419,0.22065732,0.27425798,1,0.45,1,0.441934869,0.454478987,0.173506892,0.17236625,0.123215822,0.187078787,0.677546037,0.14,0.01
166,United Arab Emirates,9890000,1.085000985,0.98914999,0.009873116,0.000976894,1,0.547845324,0.579997328,0.204354143,0.202354143,0.14524662,0.20383261,0.836705251,0.21,0.013595549,0.868501417,0.918587241,0.303525789,0.300514939,0.215375843,0.239342704,1,0.45,1,0.420218328,0.443762536,0.169299893,0.16829002,0.12021407,0.168312643,0.669564201,0.14,0.01
167,United Kingdom,67224000,18.39586567,0.816041343,0.142578637,0.04138002,1,0.561307395,0.595611595,0.209905116,0.207905116,0.149106909,0.235801229,0.847957313,0.21,0.027975863,0.892009372,0.943439661,0.311765694,0.308581735,0.221273033,0.281658438,1,0.45,1,0.45213938,0.455730024,0.173985322,0.172842744,0.123555033,0.189801441,0.67856585,0.14,0.01
168,Uruguay,3474000,14.81451953,0.851854805,0.12101136,0.027133836,1,0.558528191,0.592451897,0.208780256,0.206780256,0.148325938,0.228539808,0.845629438,0.21,0.024600458,0.887251918,0.938409946,0.310096312,0.306948166,0.220076547,0.271732382,1,0.45,1,0.442574048,0.453301238,0.17303953,0.171918519,0.122881502,0.185226223,0.67670355,0.14,0.01
169,US,331915000,15.80765406,0.841923459,0.127074376,0.031002165,1,0.559298968,0.593329092,0.209092517,0.207092517,0.148542754,0.230544408,0.846274975,0.21,0.025530891,0.888572677,0.939806287,0.310559737,0.307401661,0.22040867,0.274468586,1,0.45,1,0.445185217,0.453975417,0.173302134,0.17217506,0.123068524,0.186493156,0.67721998,0.14,0.01
170,Uzbekistan,33749000,4.419137878,0.955808621,0.03790917,0.006282209,1,0.550440645,0.583034412,0.205433187,0.203433187,0.145997555,0.209717472,0.83887244,0.21,0.016196851,0.873073713,0.923420962,0.305127684,0.302083493,0.216521569,0.247000053,1,0.45,1,0.425120774,0.44608733,0.17021223,0.169174321,0.120864981,0.172396983,0.671297952,0.14,0.01
171,Venezuela,28436000,7.26698662,0.927330134,0.062241363,0.010428503,1,0.552657821,0.585633156,0.206356392,0.204356392,0.146640121,0.214701644,0.840723541,0.21,0.018392553,0.876986068,0.927556999,0.306498252,0.303425583,0.217501731,0.253463906,1,0.45,1,0.429114418,0.448076132,0.170993042,0.169930801,0.121422112,0.175877141,0.672778833,0.14,0.01
172,Vietnam,97339000,7.274978298,0.927250217,0.05995962,0.012790163,1,0.552661693,0.585612248,0.206349582,0.204349582,0.146634875,0.214974133,0.840728736,0.21,0.018558516,0.876954747,0.927523955,0.306487998,0.303415249,0.217495082,0.253949699,1,0.45,1,0.430307687,0.448062913,0.170985833,0.169925874,0.121416625,0.175938608,0.672782989,0.14,0.01
173,West Bank and Gaza,4813000,3.133305737,0.968666943,0.027873663,0.003459394,1,0.549440519,0.581872462,0.205020153,0.203020153,0.145710282,0.207362489,0.838036649,0.21,0.01514082,0.871324359,0.921571564,0.304514563,0.30148323,0.216082819,0.243892365,1,0.45,1,0.42283939,0.445196972,0.169863488,0.168835614,0.120616283,0.17080474,0.670629319,0.14,0.01
174,Yemen,29826000,2.876269756,0.971237302,0.025926419,0.002836279,1,0.549240654,0.581640896,0.204937824,0.202937824,0.145653033,0.20688526,0.837869575,0.21,0.01492572,0.870975725,0.92120299,0.304392354,0.301363592,0.215995349,0.243259434,1,0.45,1,0.422353749,0.445019461,0.16979401,0.168768084,0.120566745,0.170485159,0.67049566,0.14,0.01
175,Zambia,18384000,2.099678026,0.97900322,0.019449915,0.001546865,1,0.548636202,0.580934138,0.204686706,0.202686706,0.145478285,0.205508643,0.837364791,0.21,0.01431617,0.869911706,0.920078133,0.304019561,0.300998564,0.2157287,0.241465189,1,0.45,1,0.421184857,0.444478396,0.169581722,0.168562272,0.120415295,0.169532648,0.670091833,0.14,0.01
176,Zimbabwe,14863000,2.939523653,0.970604764,0.026945504,0.002449732,1,0.549290379,0.58170436,0.204960244,0.202960244,0.145668741,0.206943313,0.83791069,0.21,0.014941942,0.871071238,0.92130395,0.304425668,0.301396273,0.216019034,0.243307754,1,0.45,1,0.422201696,0.445067464,0.169813268,0.168786322,0.120580556,0.170551927,0.670528552,0.14,0.01
177,Lamu,25242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
178,Basuba,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
179,Pate Island,17428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
180,Ndau,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
181,Kiwayu,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
182,Lamu Island,28032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
183,Mokowe Hindi Mkunumbi,31946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
184,Mpeketoni,38341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
185,Witu,23343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
